model_source,equipment,true_label,P_fault,W_severity,W_detection,risk_score,risk_tier
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,0.99,54.449999999999996,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,B,1.0,0.55,0.675,37.12500000000001,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,IR,1.0,1.0,0.5075000000000001,50.75000000000001,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,Normal,0.0,0.55,1.0,0.0,Low
CWRU (bearing proxy),Main / Grinding Roller Bearing,IR,1.0,1.0,0.87,87.0,Critical
CWRU (bearing proxy),Classifier / Separator Drive Bearing,B,1.0,0.55,0.98,53.900000000000006,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,1.0,45.0,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,0.9724999999999999,43.762499999999996,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,IR,1.0,0.45,0.8975,40.387499999999996,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,0.9775,53.7625,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,1.0,35.0,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,IR,1.0,1.0,0.935,93.5,Critical
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Main / Grinding Roller Bearing,B,1.0,1.0,0.99,99.0,Critical
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,0.975,53.625,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,B,1.0,0.35,0.9524999999999999,33.33749999999999,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,IR,1.0,0.55,0.9125,50.18750000000001,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,1.0,35.0,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,B,1.0,0.55,0.995,54.725,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,0.995,44.775,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Classifier / Separator Drive Bearing,Normal,0.0050000000000000044,0.55,0.995,0.2736250000000003,Low
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,1.0,35.0,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,1.0,35.0,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,IR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Seal Air Fan Bearing,B,1.0,0.35,0.915,32.025,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,IR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Rotary Feeder Bearing,IR,1.0,0.45,0.88,39.6,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,1.0,35.0,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,Normal,0.0,0.55,1.0,0.0,Low
CWRU (bearing proxy),Rotary Feeder Bearing,B,1.0,0.45,0.995,44.775,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,IR,1.0,0.55,0.98,53.900000000000006,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.5075000000000001,50.75000000000001,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,B,1.0,1.0,0.9475,94.75,Critical
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,0.9199999999999999,50.6,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,1.0,35.0,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,B,1.0,1.0,0.61,61.0,High
CWRU (bearing proxy),Classifier / Separator Drive Bearing,B,1.0,0.55,0.94,51.7,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,0.945,42.525,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,B,0.99,1.0,0.975,96.52499999999999,Critical
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,0.9875,44.4375,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,0.955,52.525,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,B,1.0,0.35,0.995,34.825,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,0.9675,43.5375,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,0.8674999999999999,39.037499999999994,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,IR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Classifier / Separator Drive Bearing,IR,1.0,0.55,0.895,49.22500000000001,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,B,1.0,0.35,0.845,29.574999999999996,Low
CWRU (bearing proxy),Main / Grinding Roller Bearing,IR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Seal Air Fan Bearing,IR,1.0,0.35,1.0,35.0,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,IR,1.0,0.55,0.975,53.625,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,B,1.0,0.45,0.53,23.85,Low
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,0.985,44.324999999999996,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,0.99,54.449999999999996,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,0.985,54.175000000000004,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,Normal,0.0,0.45,1.0,0.0,Low
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.92,92.0,Critical
CWRU (bearing proxy),Rotary Feeder Bearing,IR,1.0,0.45,0.995,44.775,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,Normal,0.0,1.0,1.0,0.0,Low
CWRU (bearing proxy),Rotary Feeder Bearing,IR,1.0,0.45,1.0,45.0,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,B,1.0,0.45,0.985,44.324999999999996,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,IR,1.0,1.0,0.995,99.5,Critical
CWRU (bearing proxy),Seal Air Fan Bearing,Normal,0.0,0.35,1.0,0.0,Low
CWRU (bearing proxy),Classifier / Separator Drive Bearing,IR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Seal Air Fan Bearing,B,1.0,0.35,0.5825,20.3875,Low
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.955,95.5,Critical
CWRU (bearing proxy),Main / Grinding Roller Bearing,IR,1.0,1.0,0.865,86.5,Critical
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,0.96,52.800000000000004,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,IR,1.0,1.0,0.985,98.5,Critical
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,0.975,53.625,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,0.95,42.75,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,IR,1.0,1.0,0.9875,98.75,Critical
CWRU (bearing proxy),Rotary Feeder Bearing,IR,1.0,0.45,0.985,44.324999999999996,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.94,94.0,Critical
CWRU (bearing proxy),Main / Grinding Roller Bearing,B,1.0,1.0,0.9775,97.75,Critical
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,1.0,45.0,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,0.995,34.825,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.99,99.0,Critical
CWRU (bearing proxy),Classifier / Separator Drive Bearing,IR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,0.975,34.125,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,0.995,34.825,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,1.0,45.0,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,Normal,0.0,0.55,1.0,0.0,Low
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,0.995,54.725,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,IR,1.0,0.45,0.9875,44.4375,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,B,1.0,0.45,1.0,45.0,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,B,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.7925,79.25,High
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.9775,97.75,Critical
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,1.0,35.0,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
